City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
323,laibin,23.7,109.2667,32.18000000000001,66,84,2.9,CN,1689837066
324,khadan khak,30.7477,67.7085,33.39000000000004,15,88,2.85,PK,1689837066
325,darwin,-12.4611,130.8418,29.99000000000001,42,0,4.63,AU,1689837066
326,minas de marcona,-15.2119,-75.1103,11.990000000000009,87,17,3.26,PE,1689837067
327,arraial do cabo,-22.9661,-42.0278,18.980000000000018,82,100,5.3,BR,1689836934
328,copiapo,-27.3667,-70.3333,9.830000000000041,21,94,1.79,CL,1689837067
329,okha,53.5739,142.9478,13.25,89,100,6.53,RU,1689837067
330,eagle mountain,40.3141,-112.0069,20.439999999999998,65,68,0.89,US,1689836949
331,nogliki,51.8333,143.1667,13.78000000000003,90,100,3.74,RU,1689837068
332,idanre,7.1127,5.1159,23.220000000000027,92,93,1.72,NG,1689837068
333,cockburn town,21.4612,-71.1419,27.730000000000018,86,14,9.75,TC,1689837014
334,vadso,70.0744,29.7487,10.490000000000009,87,75,10.29,NO,1689837069
335,petropavlovsk-kamchatsky,53.0452,158.6483,15.330000000000041,82,20,7.0,RU,1689837069
336,santiago de cao,-7.9589,-79.2392,21.07000000000005,88,100,2.06,PE,1689837069
337,touros,-5.1989,-35.4608,22.58000000000004,85,20,6.44,BR,1689836864
338,grand falls-windsor,48.9332,-55.6649,21.950000000000045,90,100,0.45,CA,1689837070
339,ranau,5.9538,116.6641,25.340000000000032,90,100,1.4,MY,1689837070
340,shiozawa,37.0333,138.85,25.620000000000005,76,61,2.28,JP,1689837070
341,vila do maio,15.1333,-23.2167,25.439999999999998,82,61,2.6,CV,1689837070
342,barmer,25.75,71.3833,34.620000000000005,48,83,1.11,IN,1689837070
343,basoko,1.2391,23.616,26.120000000000005,74,99,1.63,CD,1689837071
344,luau,-10.7073,22.2247,22.58000000000004,27,5,2.08,AO,1689837071
345,huntington beach,33.6603,-117.9992,25.54000000000002,78,0,3.09,US,1689836917
346,dondo,-19.6094,34.7431,20.730000000000018,65,0,1.13,MZ,1689837071
347,afif,23.9065,42.9172,37.19,9,83,8.47,SA,1689837072
348,north bend,43.4065,-124.2243,16.810000000000002,94,100,1.54,US,1689837072
349,huarmey,-10.0681,-78.1522,19.27000000000004,86,80,2.81,PE,1689837072
350,olinda,-8.0089,-34.8553,24.850000000000023,69,40,7.2,BR,1689837072
351,moyale,3.5167,39.0584,21.49000000000001,55,100,7.15,KE,1689837073
352,ayr,55.4627,-4.6339,13.510000000000048,82,20,3.6,GB,1689837073
353,laguna,38.421,-121.4238,24.689999999999998,65,0,2.57,US,1689837073
354,bratsk,56.1325,101.6142,25.27000000000004,32,0,2.72,RU,1689837074
355,berezovyy,51.6667,135.7,33.210000000000036,30,70,1.97,RU,1689837074
356,jamsa,61.8642,25.19,17.30000000000001,60,96,1.02,FI,1689837074
357,sale,34.0389,-6.8166,23.379999999999995,94,40,1.54,MA,1689837074
358,lensk,60.7253,114.9278,20.650000000000034,66,93,3.39,RU,1689837075
359,jamaame,0.0697,42.745,28.590000000000032,61,94,7.69,SO,1689837075
360,zaragoza,41.6561,-0.8773,20.810000000000002,59,0,6.69,ES,1689836898
361,dellys,36.9172,3.9131,29.05000000000001,57,2,1.28,DZ,1689837075
362,shumikha,55.2261,63.2961,24.960000000000036,48,99,4.17,RU,1689837076
363,rosetta,31.4044,30.4164,28.180000000000007,59,0,2.63,EG,1689837076
364,anandnagar,27.1,83.2833,37.52000000000004,46,6,3.86,IN,1689837076
365,midar,34.9403,-3.5331,27.650000000000034,29,4,0.07,MA,1689837076
366,puerto baquerizo moreno,-0.9,-89.6,25.090000000000032,82,74,4.07,EC,1689837076
367,jimo,36.3897,120.4622,31.100000000000023,42,3,4.59,CN,1689837077
368,i-n-salah,27.1935,2.4607,34.76000000000005,12,0,5.02,DZ,1689837077
369,nasiriyah,31.0521,46.261,43.26000000000005,5,0,7.17,IQ,1689837077
370,ammi moussa,35.8678,1.1114,35.210000000000036,19,15,1.02,DZ,1689837077
371,taltal,-25.4,-70.4833,16.390000000000043,71,98,1.09,CL,1689837078
372,dzuunmod,48.2199,97.3744,25.189999999999998,23,99,2.58,MN,1689837078
373,farafangana,-22.8167,47.8333,22.700000000000045,75,3,2.83,MG,1689837078
374,coquimbo,-29.9533,-71.3436,12.850000000000023,100,100,1.03,CL,1689837079
375,nizhnyaya omka,55.4338,74.9426,29.480000000000018,37,12,3.17,RU,1689837079
376,miquelon,47.0975,-56.3814,17.0,100,100,6.52,PM,1689837079
377,harnai,30.1005,67.9374,34.59000000000003,41,56,4.08,PK,1689837079
378,nieves,15.3274,120.9485,35.73000000000002,51,96,1.65,PH,1689837080
379,severo-yeniseyskiy,60.3725,93.0408,26.25,27,80,1.9,RU,1689837080
380,cooper's town,26.8667,-77.5167,29.360000000000014,76,100,6.54,BS,1689837076
381,massenya,11.4039,16.1705,24.860000000000014,80,78,7.81,TD,1689837080
382,kodiak,57.79,-152.4072,10.730000000000018,100,100,2.06,US,1689836868
383,port mathurin,-19.6833,63.4167,23.450000000000045,68,5,8.93,MU,1689837081
384,dawson creek,55.7666,-120.2362,9.800000000000011,93,0,1.54,CA,1689837081
385,potosi,-19.5836,-65.7531,3.8500000000000227,25,0,1.22,BO,1689837081
386,yuzhno-kurilsk,44.0306,145.8556,15.879999999999995,84,36,2.47,RU,1689837082
387,angaur state,6.906,134.13,28.640000000000043,78,21,9.59,PW,1689837082
388,necochea,-38.5473,-58.7368,8.010000000000048,66,100,7.62,AR,1689837082
389,campamento,14.55,-86.65,19.890000000000043,98,92,0.48,HN,1689837082
390,walvis bay,-22.9575,14.5053,12.270000000000039,80,0,2.72,NA,1689837083
391,san pedro de ycuamandiyu,-24.0917,-57.0764,16.0,82,43,1.46,PY,1689837083
392,beyneu,45.3167,55.2,32.10000000000002,23,1,6.36,KZ,1689837083
393,berdigestyakh,62.0989,126.6992,12.54000000000002,95,100,1.13,RU,1689837083
394,camara de lobos,32.6333,-16.9667,21.350000000000023,83,75,4.12,PT,1689837084
395,whitecourt,54.1502,-115.6855,12.879999999999995,80,7,0.84,CA,1689837084
396,lincoln city,44.9582,-124.0179,15.54000000000002,94,75,4.02,US,1689837084
397,vila velha,-20.3297,-40.2925,20.970000000000027,97,100,3.6,BR,1689837084
398,rasony,55.9089,28.8126,17.170000000000016,55,10,4.17,BY,1689837085
399,ulsteinvik,62.3432,5.8487,13.28000000000003,91,100,0.45,NO,1689837085
400,aitape,-3.1374,142.3475,28.410000000000025,75,79,3.79,PG,1689837085
401,kapa'a,22.0752,-159.319,27.99000000000001,88,100,8.75,US,1689837085
402,bismarck,46.8083,-100.7837,16.910000000000025,88,0,3.6,US,1689837086
403,korsakov,46.6328,142.7813,17.910000000000025,88,5,4.82,RU,1689837086
404,novyy urgal,51.0736,132.5642,34.200000000000045,24,97,4.54,RU,1689837086
405,rongelap,11.1635,166.8941,28.27000000000004,78,100,10.08,MH,1689837086
406,broken hill,-31.95,141.4333,18.129999999999995,40,20,6.71,AU,1689837086
407,port lincoln,-34.7333,135.8667,12.910000000000025,55,36,8.15,AU,1689837087
408,brookings,44.3114,-96.7984,18.54000000000002,86,0,3.6,US,1689837087
409,ziniare,12.5822,-1.2983,26.02000000000004,70,100,6.11,BF,1689837087
410,nuuk,64.1835,-51.7216,9.340000000000032,100,100,6.69,GL,1689837068
411,alesund,62.4723,6.1549,13.28000000000003,87,75,2.57,NO,1689837088
412,saipan,15.1355,145.701,31.390000000000043,100,20,4.12,MP,1689837088
413,nyagan,62.1406,65.3936,19.230000000000018,84,99,2.41,RU,1689837088
414,ingeniero jacobacci,-41.3427,-69.5448,2.3799999999999955,97,100,0.7,AR,1689837088
415,chernyshevskiy,63.0128,112.4714,21.80000000000001,52,100,2.26,RU,1689837089
416,anloga,5.7947,0.8973,25.78000000000003,86,74,5.36,GH,1689837089
417,inda silase,14.1031,38.2829,21.980000000000018,58,87,2.03,ET,1689837089
418,villa de costa rica,24.5875,-107.3875,27.730000000000018,75,75,0.74,MX,1689837089
419,tyumen,57.1522,65.5272,24.08000000000004,60,0,3.0,RU,1689837090
420,bandarbeyla,9.4942,50.8122,29.640000000000043,49,100,13.41,SO,1689837090
421,rakhiv,48.0526,24.2009,21.650000000000034,82,47,1.35,UA,1689837090
422,constantia,44.1833,28.65,30.390000000000043,52,47,3.22,RO,1689837090
423,penzance,50.1186,-5.5371,15.620000000000005,82,20,1.03,GB,1689837091
424,sabang,5.8933,95.3214,29.160000000000025,76,68,11.89,ID,1689837091
425,pangkalanbuun,-2.6833,111.6167,25.470000000000027,95,99,1.87,ID,1689837091
426,rostovka,55.3842,71.8891,28.439999999999998,37,35,4.19,RU,1689837091
427,tahe,52.3333,124.7333,26.340000000000032,28,0,4.45,CN,1689837091
428,bayanhongor,46.7167,100.1167,20.75,28,6,2.16,MN,1689837092
429,bereket,39.2446,55.5154,34.360000000000014,18,0,5.09,TM,1689837092
430,sungai penuh,-2.0833,101.3833,21.05000000000001,95,100,0.94,ID,1689837092
431,laurel,39.0993,-76.8483,23.760000000000048,93,0,1.54,US,1689837092
432,zhangye,38.9342,100.4517,30.960000000000036,15,48,9.07,CN,1689837093
433,kuvshinovo,57.0295,34.1725,17.420000000000016,52,99,5.36,RU,1689837093
434,new norfolk,-42.7826,147.0587,11.720000000000027,72,88,3.68,AU,1689837093
435,geneina,13.45,22.45,25.79000000000002,61,100,3.8,SD,1689837094
436,gisborne,-38.6533,178.0042,11.470000000000027,85,100,1.04,NZ,1689836884
437,udumalaippettai,10.5833,77.25,31.27000000000004,43,100,10.15,IN,1689837094
438,nacaome,13.5361,-87.4875,25.670000000000016,69,8,1.73,HN,1689837094
439,chinde,26.8418,88.0763,25.810000000000002,73,79,2.06,NP,1689837094
440,carbonear,47.7332,-53.2148,23.189999999999998,96,100,3.74,CA,1689837095
441,la paz,-16.5,-68.15,4.760000000000048,79,20,3.09,BO,1689836911
442,greymouth,-42.4667,171.2,8.170000000000016,84,100,6.14,NZ,1689836962
443,khovd,48.0056,91.6419,32.07000000000005,13,6,2.06,MN,1689837095
444,kuching,1.55,110.3333,31.120000000000005,68,40,2.68,MY,1689837096
445,frutal,-20.0247,-48.9406,17.760000000000048,76,10,3.52,BR,1689837096
446,akureyri,65.6835,-18.0878,5.960000000000036,87,100,0.0,IS,1689837096
447,katsuren-haebaru,26.3369,127.8719,31.010000000000048,60,40,1.54,JP,1689837096
448,nizhneudinsk,54.9076,99.0276,24.07000000000005,45,83,4.03,RU,1689837097
449,city of balikpapan,-1.242,116.8942,29.970000000000027,79,40,2.06,ID,1689837097
450,jijel,36.8205,5.7667,27.970000000000027,42,20,1.54,DZ,1689837097
451,boguchany,58.3814,97.4531,29.180000000000007,23,5,2.72,RU,1689837097
452,savanna-la-mar,18.219,-78.1332,25.52000000000004,86,22,2.07,JM,1689837097
453,faya-largeau,17.9257,19.1043,30.760000000000048,51,41,9.87,TD,1689837098
454,smara,26.7384,-11.6719,21.390000000000043,75,8,6.33,EH,1689837098
455,melfort,52.8667,-104.6177,15.07000000000005,77,7,3.6,CA,1689837098
456,kamina,-8.7386,24.9906,24.410000000000025,30,23,1.89,CD,1689837098
457,thinadhoo,0.5333,72.9333,27.879999999999995,77,100,4.85,MV,1689837099
458,byron bay,-28.65,153.6167,14.689999999999998,63,0,3.14,AU,1689836615
459,hassi messaoud,31.6804,6.0729,35.920000000000016,12,0,0.51,DZ,1689837099
460,island harbour,50.724,-1.2758,17.879999999999995,83,86,1.34,GB,1689837099
461,padang,-0.9492,100.3543,24.55000000000001,96,100,3.49,ID,1689836882
462,santa marta,11.2408,-74.199,29.939999999999998,71,91,3.58,CO,1689836873
463,cinarcik,40.6412,29.146,28.879999999999995,52,0,2.65,TR,1689837100
464,mongu,-15.2484,23.1274,19.420000000000016,28,0,4.08,ZM,1689837100
465,copala,16.65,-98.9833,26.5,81,90,2.33,MX,1689837101
466,waterloo,43.4668,-80.5164,18.140000000000043,96,0,0.0,CA,1689837101
467,ixtapa,20.7,-105.2,25.400000000000034,90,93,0.57,MX,1689837102
468,swakopmund,-22.6833,14.5333,12.450000000000045,82,0,2.97,NA,1689837102
469,kurmuk,10.55,34.2833,22.980000000000018,89,100,1.38,SD,1689837102
470,san julian,21.0167,-102.1667,14.550000000000011,80,100,2.76,MX,1689837102
471,gympie,-26.1898,152.665,17.28000000000003,58,0,1.11,AU,1689837103
472,witu,-2.3889,40.4382,28.090000000000032,62,64,6.97,KE,1689837103
473,tralee,52.2704,-9.7026,13.430000000000007,84,61,2.72,IE,1689837103
474,callao,-12.0667,-77.15,21.160000000000025,73,100,3.6,PE,1689837103
475,baruun-urt,46.6806,113.2792,23.28000000000003,50,100,7.45,MN,1689837104
476,usogorsk,63.4106,48.6872,18.30000000000001,91,100,3.39,RU,1689837104
477,kampong thom,12.7111,104.8887,28.55000000000001,71,100,4.94,KH,1689837105
478,camocim,-2.9022,-40.8411,24.29000000000002,80,0,6.3,BR,1689837105
479,phang nga,8.4509,98.5298,32.02000000000004,84,91,3.98,TH,1689837105
480,taoudenni,22.6783,-3.9836,35.620000000000005,9,0,5.43,ML,1689837106
481,saint-pierre,-21.3393,55.4781,25.82000000000005,65,0,4.12,RE,1689837106
482,buka,40.8108,69.1986,37.10000000000002,16,0,3.21,UZ,1689837106
483,pavlodar,52.3,76.95,25.890000000000043,44,40,10.0,KZ,1689837106
484,weno,7.4515,151.8468,30.970000000000027,74,100,3.6,FM,1689837107
485,talakan,50.3167,130.3667,29.939999999999998,52,98,1.95,RU,1689837107
486,shijiang,27.0819,110.7933,32.960000000000036,63,67,1.57,CN,1689837107
487,bani suwayf,29.0744,31.0979,34.25,25,0,1.17,EG,1689837107
488,araguaina,-7.1911,-48.2072,20.480000000000018,38,0,2.2,BR,1689836901
489,san marcos,33.1434,-117.1661,24.920000000000016,84,0,1.54,US,1689837108
490,alofi,-19.0595,-169.9187,23.560000000000002,65,63,9.74,NU,1689837108
491,fortuna foothills,32.6578,-114.4119,36.05000000000001,35,0,3.6,US,1689837108
492,andergrove,-21.0833,149.1833,21.470000000000027,68,83,5.13,AU,1689837109
493,villanueva de cordoba,38.3228,-4.6287,25.710000000000036,25,6,0.73,ES,1689837109
494,segamat,2.5148,102.8158,25.129999999999995,93,100,1.73,MY,1689837109
495,lata,40.1629,-8.3327,19.340000000000032,88,95,1.91,PT,1689837109
496,wodonga,-36.1167,146.8833,10.150000000000034,100,43,1.63,AU,1689836911
497,mantua,45.1667,10.7833,25.590000000000032,83,42,0.89,IT,1689837110
498,kargasok,59.0556,80.8572,26.54000000000002,40,57,6.21,RU,1689837110
499,paragominas,-2.9667,-47.4833,20.970000000000027,92,0,0.75,BR,1689837111
500,mabaruma,8.2,-59.7833,22.689999999999998,99,89,0.99,GY,1689837111
501,oamaru,-45.0784,170.9801,5.770000000000039,90,100,2.69,NZ,1689837111
502,colonia,50.9333,6.95,18.75,77,75,3.6,DE,1689837070
503,talavera,15.6167,120.9333,33.60000000000002,54,82,1.21,PH,1689837111
504,al mijlad,11.0333,27.7333,28.720000000000027,51,100,3.56,SD,1689837112
505,ormara,25.2088,64.6357,28.24000000000001,82,36,4.51,PK,1689837112
506,giddings,30.1827,-96.9364,27.79000000000002,89,100,5.14,US,1689837112
507,zouerate,22.7187,-12.4521,28.700000000000045,34,2,5.34,MR,1689837112
508,juegang,32.3174,121.1855,27.170000000000016,96,100,6.44,CN,1689837113
509,abepura,-2.6333,140.5833,24.450000000000045,88,40,0.0,ID,1689837113
510,aioun,16.6614,-9.6149,29.730000000000018,51,100,7.77,MR,1689837113
511,caxito,-8.5785,13.6643,22.120000000000005,71,53,0.41,AO,1689837113
512,portland,45.5234,-122.6762,23.99000000000001,62,0,2.57,US,1689837099
513,al wafrah,28.6392,47.9306,44.05000000000001,5,0,6.07,KW,1689837114
514,bozoum,6.3193,16.3799,22.02000000000004,89,99,1.21,CF,1689837114
515,ca mau,9.1769,105.15,24.480000000000018,93,100,5.45,VN,1689837114
516,tazovsky,67.4667,78.7,18.53000000000003,85,97,4.63,RU,1689837114
517,don luan,11.5333,106.9167,26.0,90,96,1.11,VN,1689837115
518,fort st. john,56.2499,-120.8529,16.939999999999998,67,100,2.57,CA,1689837115
519,ghat,24.9647,10.1728,31.310000000000002,19,0,0.94,LY,1689837115
520,itoman,26.1247,127.6694,31.010000000000048,74,75,3.09,JP,1689837115
521,batticaloa,7.7102,81.6924,34.99000000000001,42,56,8.47,LK,1689837116
522,veraval,20.9,70.3667,25.680000000000007,92,100,6.25,IN,1689837116
523,bel ombre,-4.6167,55.4167,25.910000000000025,89,75,6.69,SC,1689837116
524,zhaotong,27.3167,103.7167,22.480000000000018,72,96,2.84,CN,1689837117
525,katiola,8.1333,-5.1,22.379999999999995,96,81,1.92,CI,1689837117
526,ghadamis,30.1337,9.5007,32.60000000000002,22,0,4.39,LY,1689837117
527,zeytinburnu,40.9944,28.9042,29.340000000000032,48,0,2.57,TR,1689837117
528,kigonsera,-10.8,35.05,19.75,48,13,2.35,TZ,1689837118
529,tabuk,17.4189,121.4443,32.170000000000016,59,18,1.75,PH,1689837118
530,shingu,33.7333,135.9833,27.129999999999995,80,100,1.81,JP,1689837118
531,willmar,45.1219,-95.0433,19.010000000000048,77,0,4.12,US,1689837118
532,bubaque,11.2833,-15.8333,27.360000000000014,82,100,6.05,GW,1689837119
533,puerto armuelles,8.2833,-82.8667,27.27000000000004,81,14,1.79,PA,1689837119
534,montepuez,-13.1256,38.9997,25.660000000000025,42,0,3.83,MZ,1689837119
535,ridgecrest,35.6225,-117.6709,31.920000000000016,25,0,3.6,US,1689837119
536,kos,36.8933,27.2889,35.03000000000003,53,0,1.48,GR,1689837120
537,greensburg,40.3015,-79.5389,19.410000000000025,95,87,0.0,US,1689837120
538,conde,-7.2597,-34.9075,21.700000000000045,100,20,3.09,BR,1689837120
539,pangody,65.85,74.4859,28.220000000000027,44,47,6.2,RU,1689837120
540,lycksele,64.5954,18.6735,13.930000000000007,88,75,3.6,SE,1689836859
541,xiongzhou,25.1167,114.3,33.19,66,75,1.98,CN,1689837121
542,quellon,-43.1167,-73.6167,12.140000000000043,94,100,6.69,CL,1689837121
543,nasielsk,52.5889,20.8055,18.75,83,75,2.24,PL,1689837122
544,zabol,32.25,67.25,33.0,16,70,2.17,AF,1689837122
545,pingliang,35.5392,106.6861,25.060000000000002,51,100,1.62,CN,1689837122
546,yulinshi,38.2906,109.7494,30.80000000000001,35,47,4.71,CN,1689837122
547,zdvinsk,54.7021,78.661,18.939999999999998,88,92,3.42,RU,1689837123
548,mostaganem,35.9311,0.0892,30.960000000000036,43,7,0.53,DZ,1689837123
549,uacu cungo,-11.3634,15.1208,17.840000000000032,40,5,0.9,AO,1689837123
550,itambe,-15.245,-40.6244,17.27000000000004,91,97,1.45,BR,1689837124
551,keminmaa,65.8596,24.8228,15.870000000000005,88,100,3.6,FI,1689837125
552,coelho neto,-4.2567,-43.0128,21.100000000000023,80,5,1.0,BR,1689837125
553,medicine hat,50.0501,-110.6683,16.230000000000018,65,17,0.45,CA,1689836880
554,balangiga,11.1097,125.3875,28.02000000000004,82,100,1.3,PH,1689837126
555,gracias,14.5833,-88.5833,21.24000000000001,99,98,1.3,HN,1689837126
556,mugia,43.1041,-9.2179,16.620000000000005,84,96,3.9,ES,1689837126
557,nelson bay,-32.7167,152.15,17.220000000000027,71,4,2.68,AU,1689837126
558,ouro preto do oeste,-10.7481,-62.2158,19.890000000000043,69,3,1.85,BR,1689837127
559,taguatinga,-12.3857,-46.5711,21.680000000000007,38,2,5.46,BR,1689837127
560,prince rupert,54.3161,-130.3201,14.390000000000043,90,100,0.99,CA,1689836928
561,sausset-les-pins,43.3314,5.1043,27.360000000000014,47,0,7.2,FR,1689837127
562,hiratacho,35.4333,132.8167,26.33000000000004,73,95,3.54,JP,1689837128
563,fray luis beltran,-39.3167,-65.7667,8.860000000000014,62,58,6.69,AR,1689837128
564,seven pagodas,12.6264,80.1722,34.03000000000003,50,100,6.75,IN,1689837128
565,burang,30.25,81.1667,19.730000000000018,47,14,2.91,CN,1689837128
566,vail,32.0479,-110.712,31.660000000000025,30,1,0.89,US,1689837129
567,singrauli,24.1997,82.6753,34.920000000000016,45,53,4.8,IN,1689837129
568,chengde,40.9725,117.9361,37.75,19,76,5.5,CN,1689837129
569,sandnessjoen,66.0217,12.6316,14.29000000000002,88,75,1.03,NO,1689837129
570,touba,8.2833,-7.6833,21.05000000000001,98,100,2.71,CI,1689837129
571,srivardhan,18.0333,73.0167,26.510000000000048,88,100,6.01,IN,1689837130
572,tindouf,27.6711,-8.1474,30.25,13,0,4.12,DZ,1689837130
573,mirny,62.5353,113.9611,25.129999999999995,36,29,4.92,RU,1689837130
574,howard springs,-12.497,131.047,29.950000000000045,30,6,2.18,AU,1689837131
575,wajir,1.7471,40.0573,27.53000000000003,48,57,8.61,KE,1689837131
576,melioratorov,57.2107,65.6077,24.24000000000001,57,0,3.0,RU,1689837131
577,besiri,37.9184,41.2924,36.05000000000001,27,0,2.57,TR,1689837131
578,hakui,36.8833,136.7833,28.710000000000036,76,69,2.43,JP,1689837132
579,lorengau,-2.0226,147.2712,28.77000000000004,71,11,3.29,PG,1689837132
580,zhongxing,33.7039,118.6792,24.930000000000007,94,100,3.76,CN,1689837132
581,loudi,27.7344,111.9944,35.160000000000025,53,99,1.45,CN,1689837132
582,marco island,25.9363,-81.7157,27.0,89,0,5.09,US,1689837133
